post_id,post_date,user_id,platform,content_type,category,followers,impressions,likes,comments,shares,engagement_rate,sentiment,year,month,month_name,year_month
127701,2023-02-11,1441,Instagram,Video,Travel,13733,88832,4280,990,1875,8.04,Neutral,2023,2,February,2023-02
127702,2023-10-06,5257,Facebook,Story,Food,15208,4308,57,18,10,1.97,Positive,2023,10,October,2023-10
127703,2023-11-25,4992,YouTube,Story,Food,15796,77944,1336,182,159,2.15,Positive,2023,11,November,2023-11
127704,2022-07-30,5627,Instagram,Video,Entertainment,88391,147848,4583,918,58,3.76,Positive,2022,7,July,2022-07
127705,2024-03-17,5724,YouTube,Reel,Travel,6857,47673,2409,346,72,5.93,Neutral,2024,3,March,2024-03
127706,2023-06-21,5484,Instagram,Reel,Technology,13349,28599,1337,278,60,5.86,Positive,2023,6,June,2023-06
127707,2023-07-27,5531,YouTube,Reel,Fashion,6317,61899,2514,27,230,4.48,Positive,2023,7,July,2023-07
127708,2023-01-27,5350,Twitter,Reel,Education,28553,112119,5630,2005,489,7.25,Neutral,2023,1,January,2023-01
127709,2024-02-20,5471,Facebook,Story,Travel,21350,17642,483,171,164,4.64,Positive,2024,2,February,2024-02
127710,2023-12-28,5004,Instagram,Reel,Travel,26954,49540,2704,1364,1012,10.25,Positive,2023,12,December,2023-12
127711,2022-01-26,2313,Instagram,Reel,Entertainment,15187,42389,5060,1675,417,16.87,Positive,2022,1,January,2022-01
127712,2024-02-01,2599,Instagram,Video,Entertainment,17307,72339,2113,1357,782,5.88,Positive,2024,2,February,2024-02
127713,2022-07-20,1837,YouTube,Video,Food,8498,16039,513,130,103,4.65,Positive,2022,7,July,2022-07
127714,2023-11-28,3153,Instagram,Reel,Technology,13045,17631,1321,215,96,9.26,Positive,2023,11,November,2023-11
127715,2022-10-05,5103,Instagram,Reel,Travel,27030,217634,8833,1783,73,4.91,Neutral,2022,10,October,2022-10
127716,2022-10-02,4667,YouTube,Video,Technology,16789,8348,145,11,151,3.68,Neutral,2022,10,October,2022-10
127717,2024-06-15,4431,Facebook,Image,Education,39197,45577,1150,216,321,3.7,Neutral,2024,6,June,2024-06
127718,2024-01-30,1431,Facebook,Reel,Education,48550,193068,13579,1946,2447,9.31,Positive,2024,1,January,2024-01
127719,2023-05-23,2793,Instagram,Story,Fashion,17246,52665,805,187,404,2.65,Negative,2023,5,May,2023-05
127720,2022-07-22,3203,YouTube,Reel,Technology,3446,9034,504,143,80,8.05,Positive,2022,7,July,2022-07
127721,2024-05-07,5259,YouTube,Video,Food,5231,14702,698,57,206,6.54,Positive,2024,5,May,2024-05
127722,2023-05-04,5624,Instagram,Reel,Fashion,13400,35458,1415,106,141,4.69,Neutral,2023,5,May,2023-05
127723,2022-08-20,5133,Instagram,Reel,Food,14461,69431,2843,504,1804,7.42,Positive,2022,8,August,2022-08
127724,2022-02-19,4765,Facebook,Image,Food,7055,13590,174,128,76,2.78,Positive,2022,2,February,2022-02
127725,2023-01-11,1259,Facebook,Story,Entertainment,12829,26520,411,230,124,2.88,Positive,2023,1,January,2023-01
127726,2023-04-12,3549,Facebook,Video,Technology,16544,28999,1176,552,858,8.92,Positive,2023,4,April,2023-04
127727,2023-01-25,3383,YouTube,Reel,Entertainment,78914,414718,26856,8651,3592,9.43,Positive,2023,1,January,2023-01
127728,2023-07-11,5334,YouTube,Reel,Technology,12579,79979,4651,1018,2006,9.6,Negative,2023,7,July,2023-07
127729,2024-06-01,5441,YouTube,Video,Entertainment,14731,63307,3046,507,1416,7.85,Positive,2024,6,June,2024-06
127730,2023-07-15,5538,Facebook,Image,Entertainment,9398,22217,1071,190,119,6.21,Neutral,2023,7,July,2023-07
127731,2022-03-18,4008,Facebook,Video,Education,44794,167507,4355,1401,1053,4.06,Positive,2022,3,March,2022-03
127732,2023-07-25,4517,YouTube,Video,Food,22499,168045,5327,1056,806,4.28,Neutral,2023,7,July,2023-07
127733,2022-12-10,5613,Facebook,Video,Education,51135,214076,10070,1750,619,5.81,Neutral,2022,12,December,2022-12
127734,2024-01-19,4789,Instagram,Image,Entertainment,10481,46349,724,58,613,3.01,Negative,2024,1,January,2024-01
127735,2022-11-16,5061,Twitter,Video,Travel,5619,1156,34,8,11,4.58,Negative,2022,11,November,2022-11
127736,2024-01-14,3444,Facebook,Video,Fashion,9944,35277,1335,753,458,7.22,Positive,2024,1,January,2024-01
127737,2022-06-04,1197,Instagram,Video,Food,34392,160491,8126,2086,2676,8.03,Neutral,2022,6,June,2022-06
127738,2023-06-12,2996,Instagram,Video,Education,75414,827982,36504,8287,6604,6.21,Positive,2023,6,June,2023-06
127739,2023-11-21,2279,YouTube,Video,Entertainment,21886,201145,10708,2540,1326,7.25,Negative,2023,11,November,2023-11
127740,2023-11-01,2863,Instagram,Video,Food,59485,440190,15102,20857,1136,8.43,Neutral,2023,11,November,2023-11
127741,2024-03-13,2022,YouTube,Image,Fashion,131182,212740,6603,1559,89,3.88,Positive,2024,3,March,2024-03
127742,2022-06-03,5511,YouTube,Video,Entertainment,18308,89186,5251,399,365,6.74,Neutral,2022,6,June,2022-06
127743,2023-08-24,4955,Instagram,Image,Fashion,35002,149854,6320,544,949,5.21,Positive,2023,8,August,2023-08
127744,2022-07-20,3909,YouTube,Video,Travel,27141,129364,7217,1026,1113,7.23,Positive,2022,7,July,2022-07
127745,2023-01-05,2358,YouTube,Video,Technology,71207,472895,17547,249,2802,4.36,Positive,2023,1,January,2023-01
127746,2023-09-18,5239,Facebook,Image,Travel,25334,40185,1377,256,150,4.44,Positive,2023,9,September,2023-09
127747,2022-11-11,4726,YouTube,Video,Technology,4954,13508,297,70,106,3.5,Positive,2022,11,November,2022-11
127748,2023-05-27,4081,YouTube,Video,Travel,20826,51661,2389,666,26,5.96,Positive,2023,5,May,2023-05
127749,2022-05-02,2003,Twitter,Reel,Education,23410,18570,2117,64,328,13.51,Positive,2022,5,May,2022-05
127750,2023-01-21,3052,YouTube,Story,Fashion,28449,68528,3035,1086,87,6.14,Positive,2023,1,January,2023-01
127751,2024-06-29,1590,Facebook,Reel,Travel,67821,183996,9588,2575,240,6.74,Neutral,2024,6,June,2024-06
127752,2022-06-28,5269,Instagram,Reel,Technology,28030,150774,7055,1078,1744,6.55,Positive,2022,6,June,2022-06
127753,2022-08-22,2222,Facebook,Reel,Technology,12085,34391,1851,2000,505,12.67,Positive,2022,8,August,2022-08
127754,2024-01-11,2202,Instagram,Image,Entertainment,5115,15494,236,148,40,2.74,Positive,2024,1,January,2024-01
127755,2023-02-02,3180,Facebook,Image,Fashion,40729,13015,339,154,139,4.86,Positive,2023,2,February,2023-02
127756,2023-06-06,3930,Instagram,Video,Technology,39022,114169,3124,2193,305,4.92,Positive,2023,6,June,2023-06
127757,2022-03-04,2943,Facebook,Video,Entertainment,10170,28201,973,37,331,4.76,Positive,2022,3,March,2022-03
127758,2023-06-28,2234,YouTube,Story,Technology,10340,7465,119,11,23,2.05,Positive,2023,6,June,2023-06
127759,2023-02-21,4368,YouTube,Image,Food,9890,3940,116,21,49,4.72,Neutral,2023,2,February,2023-02
127760,2024-05-05,4844,Instagram,Story,Food,14854,21033,483,95,21,2.85,Negative,2024,5,May,2024-05
127761,2022-08-16,5425,Facebook,Video,Entertainment,21316,25390,713,162,150,4.04,Neutral,2022,8,August,2022-08
127762,2024-02-03,1795,Twitter,Image,Education,45941,98789,2558,118,369,3.08,Negative,2024,2,February,2024-02
127763,2023-05-21,4477,Instagram,Video,Entertainment,20045,89394,2468,1395,433,4.81,Positive,2023,5,May,2023-05
127764,2023-02-21,3333,Facebook,Image,Entertainment,15287,35320,730,186,275,3.37,Neutral,2023,2,February,2023-02
127765,2024-04-28,3996,Instagram,Reel,Food,17718,44234,1683,196,61,4.39,Neutral,2024,4,April,2024-04
127766,2023-11-26,5627,YouTube,Video,Fashion,17428,81610,2954,1054,159,5.11,Positive,2023,11,November,2023-11
127767,2024-04-25,2383,Facebook,Reel,Entertainment,8295,18170,1156,54,146,7.46,Negative,2024,4,April,2024-04
127768,2022-12-25,5388,Facebook,Image,Education,101420,237668,4953,1730,32,2.83,Negative,2022,12,December,2022-12
127769,2022-02-11,5171,Instagram,Reel,Travel,85736,297673,7147,2555,380,3.39,Positive,2022,2,February,2022-02
127770,2022-04-05,4130,Instagram,Video,Education,5828,13115,383,99,89,4.35,Positive,2022,4,April,2022-04
127771,2024-02-28,1920,Twitter,Video,Entertainment,6685,16555,1054,89,81,7.39,Positive,2024,2,February,2024-02
127772,2022-05-01,5095,Instagram,Story,Travel,6718,26367,1821,458,169,9.28,Positive,2022,5,May,2022-05
127773,2022-09-05,2282,Twitter,Story,Technology,13092,6522,122,4,7,2.04,Negative,2022,9,September,2022-09
127774,2024-03-04,3157,Twitter,Story,Entertainment,12227,5725,229,31,27,5.01,Positive,2024,3,March,2024-03
127775,2023-03-27,3217,YouTube,Story,Entertainment,8010,17720,660,206,34,5.08,Neutral,2023,3,March,2023-03
127776,2023-10-28,1995,Twitter,Image,Education,34330,31583,1408,200,98,5.4,Positive,2023,10,October,2023-10
127777,2022-05-28,2392,Instagram,Reel,Travel,29063,156188,15850,3933,393,12.92,Positive,2022,5,May,2022-05
127778,2023-04-02,3604,YouTube,Video,Travel,24469,200923,5886,5175,1123,6.06,Positive,2023,4,April,2023-04
127779,2023-11-04,3858,Instagram,Reel,Education,154070,78208,5136,456,628,7.95,Positive,2023,11,November,2023-11
127780,2023-08-30,1993,Instagram,Image,Education,8133,5902,423,38,181,10.88,Positive,2023,8,August,2023-08
127781,2022-09-12,5616,Twitter,Reel,Education,4795,14214,1122,285,39,10.17,Positive,2022,9,September,2022-09
127782,2023-08-28,4810,YouTube,Reel,Travel,38259,144201,3815,3146,72,4.88,Neutral,2023,8,August,2023-08
127783,2022-09-12,3133,Instagram,Reel,Education,40003,195636,20618,2239,4466,13.97,Neutral,2022,9,September,2022-09
127784,2022-03-14,4861,Twitter,Reel,Food,17049,25056,1126,559,411,8.37,Positive,2022,3,March,2022-03
127785,2023-02-05,4435,Facebook,Image,Education,37465,72869,2190,589,206,4.1,Positive,2023,2,February,2023-02
127786,2024-02-11,2250,Instagram,Image,Education,24273,6773,264,62,36,5.34,Neutral,2024,2,February,2024-02
127787,2023-05-13,4773,Twitter,Reel,Travel,22260,33196,933,341,491,5.32,Positive,2023,5,May,2023-05
127788,2022-04-17,5182,Instagram,Story,Travel,22870,28940,1326,55,51,4.95,Neutral,2022,4,April,2022-04
127789,2022-02-04,3254,YouTube,Reel,Technology,9992,10098,621,49,178,8.4,Neutral,2022,2,February,2022-02
127790,2024-06-27,4603,YouTube,Story,Fashion,17466,34928,1002,296,55,3.87,Neutral,2024,6,June,2024-06
127791,2022-05-31,5868,YouTube,Video,Travel,9177,15740,736,131,118,6.26,Positive,2022,5,May,2022-05
127792,2022-05-31,5704,YouTube,Reel,Entertainment,36125,88367,2985,553,390,4.45,Neutral,2022,5,May,2022-05
127793,2022-09-02,3723,YouTube,Image,Food,2846,9081,263,50,63,4.14,Neutral,2022,9,September,2022-09
127794,2024-04-13,3187,YouTube,Reel,Education,26141,40841,1456,190,1229,7.04,Positive,2024,4,April,2024-04
127795,2023-10-18,4938,Instagram,Story,Travel,7394,13796,116,204,2,2.33,Negative,2023,10,October,2023-10
127796,2024-01-19,2508,Twitter,Reel,Education,41262,142271,5982,1479,65,5.29,Positive,2024,1,January,2024-01
127797,2022-07-10,1917,YouTube,Image,Entertainment,12826,27061,1149,116,26,4.77,Neutral,2022,7,July,2022-07
127798,2023-10-21,1129,YouTube,Reel,Education,33210,148773,14137,5221,279,13.2,Positive,2023,10,October,2023-10
127799,2022-07-06,4151,YouTube,Video,Fashion,13161,36047,1425,150,375,5.41,Positive,2022,7,July,2022-07
127800,2023-02-19,3948,Instagram,Story,Education,39673,8704,295,40,47,4.39,Negative,2023,2,February,2023-02
127801,2024-02-13,5831,YouTube,Story,Food,31387,89993,2617,827,155,4.0,Positive,2024,2,February,2024-02
127802,2022-07-19,5377,YouTube,Story,Education,29613,28515,826,71,122,3.57,Positive,2022,7,July,2022-07
127803,2023-04-11,3945,YouTube,Image,Entertainment,12297,76074,3179,1783,1237,8.15,Positive,2023,4,April,2023-04
127804,2023-10-05,1726,Facebook,Reel,Technology,13785,7148,367,126,15,7.11,Positive,2023,10,October,2023-10
127805,2023-09-15,1937,Instagram,Reel,Entertainment,51634,52743,1152,1051,209,4.57,Positive,2023,9,September,2023-09
127806,2023-11-14,5007,Facebook,Story,Technology,6619,5639,120,44,38,3.58,Positive,2023,11,November,2023-11
127807,2023-03-23,1786,Instagram,Image,Entertainment,10553,46163,1789,352,176,5.02,Positive,2023,3,March,2023-03
127808,2023-05-23,3480,Instagram,Image,Entertainment,23678,54709,2309,1096,530,7.19,Positive,2023,5,May,2023-05
127809,2022-03-09,3717,Instagram,Image,Travel,21921,28269,959,52,42,3.72,Negative,2022,3,March,2022-03
127810,2023-01-16,4630,Twitter,Reel,Technology,48596,162561,7625,8143,2503,11.24,Positive,2023,1,January,2023-01
127811,2023-12-08,1756,Facebook,Reel,Travel,12746,63368,1943,257,437,4.16,Positive,2023,12,December,2023-12
127812,2024-04-26,4652,Instagram,Image,Food,10515,49099,1937,218,316,5.03,Negative,2024,4,April,2024-04
127813,2022-12-16,4920,Instagram,Video,Technology,26359,29496,876,627,300,6.11,Positive,2022,12,December,2022-12
127814,2023-05-13,5951,Instagram,Reel,Fashion,67881,189527,15571,2606,761,9.99,Negative,2023,5,May,2023-05
127815,2024-06-11,4503,Facebook,Reel,Entertainment,15927,57260,4637,493,233,9.37,Negative,2024,6,June,2024-06
127816,2022-03-16,5282,YouTube,Story,Education,29837,60358,1963,589,608,5.24,Neutral,2022,3,March,2022-03
127817,2023-04-29,5839,Instagram,Video,Education,54090,278590,10069,6585,775,6.26,Negative,2023,4,April,2023-04
127818,2024-02-08,4374,YouTube,Story,Technology,20433,52616,1539,105,310,3.71,Positive,2024,2,February,2024-02
127819,2022-09-17,1758,Twitter,Reel,Fashion,5320,5513,335,106,21,8.38,Positive,2022,9,September,2022-09
127820,2023-02-20,3181,Instagram,Reel,Entertainment,11456,154265,5410,2361,2043,6.36,Positive,2023,2,February,2023-02
127821,2024-03-02,3335,Instagram,Video,Entertainment,25802,68884,2824,630,707,6.04,Neutral,2024,3,March,2024-03
127822,2023-04-15,2777,Instagram,Reel,Technology,12530,61716,2369,792,255,5.54,Positive,2023,4,April,2023-04
127823,2022-06-18,4116,YouTube,Reel,Education,11871,40209,1863,1263,153,8.15,Negative,2022,6,June,2022-06
127824,2023-10-12,3674,YouTube,Reel,Technology,12922,30202,1633,517,18,7.18,Positive,2023,10,October,2023-10
127825,2023-03-03,1145,Instagram,Reel,Education,12345,59498,4270,2131,14,10.78,Positive,2023,3,March,2023-03
127826,2023-09-11,2279,YouTube,Video,Travel,12737,7800,264,146,8,5.36,Neutral,2023,9,September,2023-09
127827,2022-10-28,3639,Instagram,Story,Travel,11710,15622,451,101,12,3.61,Neutral,2022,10,October,2022-10
127828,2023-10-22,3933,Instagram,Reel,Entertainment,9310,30031,997,295,438,5.76,Neutral,2023,10,October,2023-10
127829,2023-05-22,4606,Twitter,Image,Travel,13532,15685,459,92,235,5.01,Neutral,2023,5,May,2023-05
127830,2022-03-01,2144,Instagram,Video,Food,41319,257287,8519,3018,2140,5.32,Positive,2022,3,March,2022-03
127831,2022-01-13,2655,Facebook,Image,Food,36440,9535,342,91,106,5.65,Neutral,2022,1,January,2022-01
127832,2022-10-30,2519,Instagram,Video,Education,41669,213484,6864,2433,107,4.41,Positive,2022,10,October,2022-10
127833,2022-07-02,4088,Instagram,Reel,Food,59066,231991,10013,1831,432,5.29,Neutral,2022,7,July,2022-07
127834,2024-03-09,4710,YouTube,Reel,Travel,11782,94801,4483,1108,1442,7.42,Positive,2024,3,March,2024-03
127835,2022-06-23,2458,Twitter,Reel,Travel,32089,134431,7670,8191,213,11.96,Positive,2022,6,June,2022-06
127836,2023-08-17,2105,YouTube,Reel,Travel,26338,91517,8146,2082,1467,12.78,Neutral,2023,8,August,2023-08
127837,2022-11-23,1928,Instagram,Story,Education,7849,10374,327,17,74,4.03,Positive,2022,11,November,2022-11
127838,2022-12-20,1091,YouTube,Image,Technology,7897,12105,315,64,93,3.9,Neutral,2022,12,December,2022-12
127839,2022-01-31,5782,Twitter,Video,Entertainment,31534,23339,854,451,269,6.74,Positive,2022,1,January,2022-01
127840,2024-05-24,1612,Facebook,Story,Education,43039,58977,1139,1152,68,4.0,Neutral,2024,5,May,2024-05
127841,2023-07-04,1896,Instagram,Image,Food,18142,34033,990,203,11,3.54,Neutral,2023,7,July,2023-07
127842,2022-10-20,4064,Instagram,Video,Fashion,31341,114489,4388,317,267,4.34,Positive,2022,10,October,2022-10
127843,2024-06-14,2731,Twitter,Image,Entertainment,17434,16985,268,57,5,1.94,Neutral,2024,6,June,2024-06
127844,2022-06-13,2958,Facebook,Image,Entertainment,26006,34548,794,224,88,3.2,Neutral,2022,6,June,2022-06
127845,2022-05-01,1853,Twitter,Video,Food,12413,39028,1739,404,29,5.57,Neutral,2022,5,May,2022-05
127846,2022-08-11,4660,YouTube,Reel,Food,12346,6071,244,35,25,5.01,Neutral,2022,8,August,2022-08
127847,2022-10-01,4881,YouTube,Story,Travel,19757,62796,1671,94,218,3.16,Neutral,2022,10,October,2022-10
127848,2023-03-19,1605,Twitter,Video,Entertainment,48595,93614,2382,221,150,2.94,Positive,2023,3,March,2023-03
127849,2022-10-27,3164,Facebook,Video,Technology,13875,76500,2247,308,232,3.64,Neutral,2022,10,October,2022-10
127850,2022-06-06,1733,Instagram,Story,Travel,65593,159641,2588,329,508,2.15,Neutral,2022,6,June,2022-06
127851,2023-12-11,1951,Facebook,Video,Travel,59329,18719,692,510,174,7.35,Negative,2023,12,December,2023-12
127852,2023-12-11,3201,YouTube,Story,Entertainment,64638,82960,1122,174,165,1.76,Neutral,2023,12,December,2023-12
127853,2022-12-18,4354,Facebook,Image,Education,24396,49476,2179,550,492,6.51,Positive,2022,12,December,2022-12
127854,2023-07-08,2506,YouTube,Reel,Food,13543,78458,3598,986,130,6.01,Positive,2023,7,July,2023-07
127855,2022-05-10,1499,YouTube,Image,Fashion,8994,44266,900,336,21,2.84,Neutral,2022,5,May,2022-05
127856,2024-06-30,1249,Twitter,Reel,Entertainment,3999,4512,455,59,84,13.25,Positive,2024,6,June,2024-06
127857,2022-11-06,5848,Facebook,Image,Technology,10864,27485,1135,296,35,5.33,Positive,2022,11,November,2022-11
127858,2022-11-06,2804,Instagram,Video,Travel,54375,214340,10118,3355,2229,7.33,Neutral,2022,11,November,2022-11
127859,2022-10-10,3484,Facebook,Reel,Technology,25480,82613,4319,1834,550,8.11,Positive,2022,10,October,2022-10
127860,2022-12-09,2431,Instagram,Image,Food,12596,15316,204,43,16,1.72,Positive,2022,12,December,2022-12
127861,2022-02-27,4794,YouTube,Video,Education,25363,38713,774,190,620,4.09,Positive,2022,2,February,2022-02
127862,2023-03-13,1710,Instagram,Video,Food,32963,60564,2361,285,410,5.05,Positive,2023,3,March,2023-03
127863,2024-04-26,5105,Facebook,Video,Fashion,78300,112244,4240,520,541,4.72,Neutral,2024,4,April,2024-04
127864,2023-02-02,5434,Twitter,Story,Fashion,18384,17471,333,42,43,2.39,Positive,2023,2,February,2023-02
127865,2024-05-01,2484,Instagram,Reel,Education,19097,303605,8458,6118,2977,5.78,Positive,2024,5,May,2024-05
127866,2024-04-08,4565,Instagram,Image,Education,16022,12730,542,51,241,6.55,Neutral,2024,4,April,2024-04
127867,2023-02-16,5111,Instagram,Image,Education,57700,353231,17270,2485,569,5.75,Neutral,2023,2,February,2023-02
127868,2023-10-29,2795,YouTube,Image,Fashion,24275,30742,1311,176,90,5.13,Neutral,2023,10,October,2023-10
127869,2022-06-27,5408,YouTube,Image,Fashion,10625,30162,966,171,540,5.56,Negative,2022,6,June,2022-06
127870,2023-04-20,2461,YouTube,Story,Travel,11097,4142,76,9,9,2.27,Positive,2023,4,April,2023-04
127871,2024-01-23,2399,YouTube,Video,Travel,22171,51254,917,210,128,2.45,Neutral,2024,1,January,2024-01
127872,2022-03-06,2665,Twitter,Image,Food,57552,82157,4810,554,1271,8.08,Negative,2022,3,March,2022-03
127873,2023-02-06,2708,YouTube,Story,Travel,16893,10016,133,11,15,1.59,Positive,2023,2,February,2023-02
127874,2022-02-06,3192,Twitter,Video,Fashion,11056,30851,1154,330,13,4.85,Positive,2022,2,February,2022-02
127875,2023-09-16,4356,Facebook,Image,Education,5701,5976,295,34,33,6.06,Neutral,2023,9,September,2023-09
127876,2023-12-21,3833,YouTube,Video,Technology,41986,205012,12399,3752,312,8.03,Neutral,2023,12,December,2023-12
127877,2023-11-22,1114,Instagram,Video,Technology,13645,30819,1178,709,279,7.03,Neutral,2023,11,November,2023-11
127878,2023-05-13,3817,Instagram,Image,Technology,34050,88283,2654,551,1182,4.97,Positive,2023,5,May,2023-05
127879,2022-06-06,1878,YouTube,Video,Entertainment,13824,63829,1570,292,349,3.46,Positive,2022,6,June,2022-06
127880,2022-10-20,4135,Instagram,Video,Education,7748,50770,3388,1160,199,9.35,Positive,2022,10,October,2022-10
127881,2023-12-30,4481,Facebook,Image,Travel,24318,23078,757,156,12,4.01,Positive,2023,12,December,2023-12
127882,2023-08-10,4995,Facebook,Video,Entertainment,28518,93725,3476,1084,123,5.0,Neutral,2023,8,August,2023-08
127883,2024-02-13,3695,YouTube,Story,Fashion,17701,82664,1190,829,789,3.4,Neutral,2024,2,February,2024-02
127884,2023-01-10,5926,Facebook,Story,Food,16528,34558,737,126,8,2.52,Positive,2023,1,January,2023-01
127885,2023-12-29,5737,Twitter,Image,Technology,24100,22809,165,210,192,2.49,Positive,2023,12,December,2023-12
127886,2022-10-03,5930,Twitter,Story,Fashion,32859,86118,2300,337,307,3.42,Positive,2022,10,October,2022-10
127887,2023-08-10,4033,Facebook,Reel,Fashion,37563,114823,4933,1669,1615,7.16,Neutral,2023,8,August,2023-08
127888,2022-03-31,1880,Instagram,Video,Technology,10241,13338,646,139,86,6.53,Neutral,2022,3,March,2022-03
127889,2022-12-16,1087,YouTube,Reel,Education,18915,32857,1821,95,77,6.07,Negative,2022,12,December,2022-12
127890,2024-05-27,2695,Facebook,Video,Travel,25811,115627,4230,591,2284,6.14,Neutral,2024,5,May,2024-05
127891,2022-04-05,1740,Twitter,Reel,Entertainment,9440,32747,665,460,63,3.63,Neutral,2022,4,April,2022-04
127892,2022-02-19,1047,Twitter,Video,Education,16997,48306,1324,112,121,3.22,Positive,2022,2,February,2022-02
127893,2024-01-10,1688,Twitter,Image,Entertainment,23015,3906,66,17,19,2.61,Negative,2024,1,January,2024-01
127894,2023-07-20,3901,Instagram,Image,Education,96967,58466,2132,188,196,4.3,Positive,2023,7,July,2023-07
127895,2024-03-23,1814,YouTube,Reel,Technology,12769,63209,2621,1047,529,6.64,Positive,2024,3,March,2024-03
127896,2023-11-30,2317,Instagram,Video,Fashion,31437,97495,4063,809,943,5.96,Neutral,2023,11,November,2023-11
127897,2022-05-13,1403,Instagram,Image,Fashion,10621,23930,1582,236,44,7.78,Neutral,2022,5,May,2022-05
127898,2024-02-04,2172,YouTube,Video,Technology,11800,18278,649,154,169,5.32,Neutral,2024,2,February,2024-02
127899,2022-10-01,5835,YouTube,Image,Education,34527,9228,319,3,160,5.22,Positive,2022,10,October,2022-10
127900,2022-04-12,2295,Twitter,Image,Fashion,30319,15987,746,36,126,5.68,Positive,2022,4,April,2022-04
127901,2023-08-27,2720,Instagram,Reel,Food,10668,41656,5756,295,1417,17.93,Negative,2023,8,August,2023-08
127902,2023-03-21,5607,Facebook,Video,Entertainment,36189,75599,4939,717,140,7.67,Positive,2023,3,March,2023-03
127903,2023-03-03,3424,Facebook,Video,Technology,42799,127942,3028,681,208,3.06,Positive,2023,3,March,2023-03
127904,2023-02-28,3594,Facebook,Story,Entertainment,26986,56427,1267,125,180,2.79,Positive,2023,2,February,2023-02
127905,2023-05-01,3740,Facebook,Image,Entertainment,23567,103660,3312,153,94,3.43,Positive,2023,5,May,2023-05
127906,2022-10-28,5778,Facebook,Video,Food,12107,46550,1492,185,318,4.29,Neutral,2022,10,October,2022-10
127907,2022-10-22,5533,Instagram,Reel,Technology,19581,18063,749,144,350,6.88,Neutral,2022,10,October,2022-10
127908,2023-07-15,3891,Facebook,Image,Fashion,24458,40459,1169,27,344,3.81,Positive,2023,7,July,2023-07
127909,2023-08-11,3760,YouTube,Reel,Fashion,17245,109479,13716,564,1839,14.72,Neutral,2023,8,August,2023-08
127910,2022-10-18,4083,Instagram,Video,Travel,16636,21844,728,223,357,5.99,Neutral,2022,10,October,2022-10
127911,2022-03-18,5766,Facebook,Image,Fashion,12774,32393,747,109,122,3.02,Negative,2022,3,March,2022-03
127912,2023-05-20,3262,YouTube,Story,Travel,25797,25441,539,132,15,2.7,Positive,2023,5,May,2023-05
127913,2023-09-21,1397,Twitter,Reel,Fashion,51795,391348,21764,4600,2095,7.27,Positive,2023,9,September,2023-09
127914,2022-07-19,4041,Instagram,Story,Fashion,5629,9505,300,53,31,4.04,Neutral,2022,7,July,2022-07
127915,2022-09-08,4271,Facebook,Image,Fashion,33772,53995,2004,569,196,5.13,Negative,2022,9,September,2022-09
127916,2023-04-20,2838,Instagram,Video,Entertainment,7895,33061,977,185,45,3.65,Positive,2023,4,April,2023-04
127917,2022-12-23,3160,YouTube,Reel,Education,22249,105724,4300,331,781,5.12,Neutral,2022,12,December,2022-12
127918,2022-09-22,2035,Instagram,Video,Education,23446,262113,3853,2503,1454,2.98,Positive,2022,9,September,2022-09
127919,2022-02-27,5580,Facebook,Image,Technology,20086,42762,913,615,794,5.43,Neutral,2022,2,February,2022-02
127920,2022-12-20,2963,Instagram,Story,Food,8649,4274,189,21,32,5.66,Neutral,2022,12,December,2022-12
127921,2023-11-18,5293,Twitter,Image,Technology,53165,82276,2109,201,384,3.27,Neutral,2023,11,November,2023-11
127922,2022-10-23,3017,Facebook,Story,Fashion,14546,4524,88,49,65,4.47,Positive,2022,10,October,2022-10
127923,2024-06-21,3213,YouTube,Image,Food,6496,1845,25,11,2,2.06,Positive,2024,6,June,2024-06
127924,2022-07-23,3418,Facebook,Image,Fashion,29317,60943,2083,63,114,3.71,Positive,2022,7,July,2022-07
127925,2023-12-20,4894,Facebook,Reel,Technology,1548,1123,48,14,6,6.06,Neutral,2023,12,December,2023-12
127926,2023-10-11,2550,YouTube,Image,Entertainment,8452,27773,885,242,221,4.85,Neutral,2023,10,October,2023-10
127927,2022-11-30,4535,YouTube,Reel,Technology,18736,45047,2596,858,35,7.75,Positive,2022,11,November,2022-11
127928,2022-11-13,4880,Facebook,Story,Technology,14172,12825,301,37,21,2.8,Positive,2022,11,November,2022-11
127929,2022-01-03,4673,Facebook,Reel,Travel,9315,26400,2883,586,780,16.09,Neutral,2022,1,January,2022-01
127930,2024-05-25,2954,YouTube,Video,Food,14886,78398,4204,1512,47,7.35,Positive,2024,5,May,2024-05
127931,2023-05-17,1687,Instagram,Reel,Fashion,5481,40688,1919,37,251,5.42,Positive,2023,5,May,2023-05
127932,2024-03-08,4673,Twitter,Image,Fashion,76739,74562,2769,212,471,4.63,Positive,2024,3,March,2024-03
127933,2023-06-27,5494,Instagram,Image,Technology,32617,44624,1900,462,82,5.48,Positive,2023,6,June,2023-06
127934,2022-02-12,5206,YouTube,Reel,Fashion,7191,3779,244,87,37,9.74,Negative,2022,2,February,2022-02
127935,2023-02-11,2644,Facebook,Story,Education,26378,46241,741,164,123,2.22,Positive,2023,2,February,2023-02
127936,2024-05-21,4242,Facebook,Image,Fashion,44662,86922,2875,170,139,3.66,Neutral,2024,5,May,2024-05
